搜尋詞,tf-idf,semantic_model
佳能+16-35+f2.8,.,"Canon 佳能 閃光燈電池組, CP-E4, 1個"
佳能+16-35+f2.8,.,SONY 索尼 Alpha E-MOUNT 全畫幅定焦鏡頭 Sonnar T* FE 55mm F1.8 ZA 49mm SEL55F18Z
工業風客廳桌,"Orbee Scully N 休閒斜背包, 象牙","家居室內客廳多功能桌 60 x 60 x 29 cm, 綠色"
工業風客廳桌,"黑豆桑 天然極品頂級黑金醬油, 550ml, 5瓶","家居室內客廳多功能桌 60 x 60 x 29 cm, 黑色"
工業風客廳桌,"NutriD-DAY 巧克力穀物麥片, 1000g, 1盒","模塊化多功能客廳茶几L, 黑色"
工業風客廳桌,"MOTOR MAX 1/18 1956 福特雷鳥壓鑄, 硬頂","IRIS OHYAMA 愛麗思歐雅瑪 清新風格木質工作桌 BDK-1040, 原木色 + 黑色, 1張"
工業風客廳桌,"VERONA 安全雙網方形洗衣網 50 x 70 cm, 綠色, 3個","北歐風格辦公桌者 4 件套, 藍色、天藍色、黃色、橙色, 第一階段"
工業風客廳桌,"太陽系行星板太陽能宇宙拼圖蒙台梭利感官發展, 單色","大型桌面辦公桌組織者, 5段, 亮木"
工業風客廳桌,"寵物吊帶裙 M號, 皇家藍格紋, 1個","時尚家具 Zeus DIY 600 站立式辦公桌, 楓"
工業風客廳桌,Vivemo 褶襉修身短裙,"大型桌面辦公桌組織者, 5段, 黑木"
工業風客廳桌,"Soulsaem 珍珠帶亮片手拿包迷你包 j4, 白色 (j42)","現代客廳客廳餐桌裝飾室內道具架2p, 木紋"
工業風客廳桌,"Petit Fancy 貝特花哨的小朋友da5172, 6件, 混色","時尚家具 Zeus DIY 800 站立式辦公桌, 黑色"
電視萬用照明,"TaJima 粉粉筆藍 297.7g, 1個","多功能照明燈, 1個"
電視萬用照明,"素色絲光布料, 23 酒","48W 5D方形照明燈含支架, 單品, 綠色"
電視萬用照明,"KAGOME 可果美 日式豬排香醋 中濃, 1.67L, 1瓶","Godox 神牛 個人廣播LED視頻照明, LEDP260C, 1個"
電視萬用照明,"高熊辦公桌文具鑰匙收納抽屜盒小（160 x 220 x 53 毫米）, 藍色, 1個",對射照明，現代室內照明 LED 60W
電視萬用照明,"明星華金藝術相冊 27 x 28 x 3cm, 60張, 03 Port（專輯），Black（原版）","Wonha LED Roach 照明燈 50W, 白色（室內光）+日光"
電視萬用照明,VENDIS 可可短的肩襯衫海灘掩蓋海灘服裝,"簡易照明 LED30W, 黑色的"
電視萬用照明,"OXFORD 春注B5左熨斗30張B, 隨機出貨, 64個","PHILIPS 飛利浦 智慧型照明燈, 白色的"
電視萬用照明,"另一種親屬：美國文學中的跨種族收養精裝本, 密西根大學出版社","Wonha 固定照明燈具方形邊緣 LED 20W 日光無閃爍直接照明 220 x 18 毫米, 白色, 1個"
電視萬用照明,VANILLA MINT 女款9分寛褲,"熱照明 LED 直邊無閃爍平板照明 25W 日間白色 64 x 32 x 2.5 厘米 K30306NW, 白色"
電視萬用照明,"GoodiFoody 2in1 iPhone AirPods Apple Watch 充電底座 充電座, 黑色的, 1個","便攜式LED燈 25*3cm+遙控器組合, 白色的"
保暖頸圍,"DARLIE 好來 聲波深潔牙刷刷頭 補充包, 2支, 5組",寒冷天氣實心護頸+小號護頸套裝
保暖頸圍,"Zen 韓國青瓷林盤17cm 2P+盤22cm 2P, 1組, 單品",條紋+小頸圍套裝
保暖頸圍,"Bliss Bedding Seti 單人墊, B型（灰色）","Pelle Sports 時尚保暖護頸圍脖, 深藍色"
保暖頸圍,"Dongwha Shopping Mall 男士西服鈕扣三劍客 21mm, 黑金, 2件",benian Baby 柔軟分層頸桿圍脖保暖圍巾圍嘴 2p
保暖頸圍,"I'm Balm Tote Balm Bubble Bubble Balm 水果味, 120g, 4個","ABM 兩用保暖頭套頸圍 5入, 灰色"
保暖頸圍,"Castle 家適多 地板尿漬清潔噴霧, 500ml, 4瓶","TIGHTEND 基本款舒適保暖圍脖, 黑色的"
保暖頸圍,"Uniart 提手衣架製作材料套組 DIY498 羊, 隨機發貨, 10套","冷風罩頸部保暖器, 灰色"
保暖頸圍,串珠寶石念珠手鍊,男女通用拉絨護頸套 4p
保暖頸圍,"Dan-D pak 丹帝 夏威夷豆, 80g, 6包",男女通用拉絨護頸套 4p 藍色系列
保暖頸圍,"Flynn 亮片眼影蜜 3.5g, 05 Reddish Light, 6支",Yeoul 方形保暖圍脖針織假極地
3c收納包,CARET 女款夏季七分寬褲,"多功能3C收納包, 05藍色"
3c收納包,"Acacia Tritan 密封容器 1.25L, 單品, 1個","多功能3C收納包, 02黑色"
3c收納包,"Zezepet 尼龍粉彩寵物胸帶 + 項圈套裝 S, Y417PDRS030, 1套","多功能3C收納包, 03紅色"
3c收納包,"Papa Stuff Ellony Papa 蛋形矽膠餐墊, mini(300*202mm), 沙棕色, 1個","智慧多功能3C收納袋, 灰色的"
3c收納包,madebyu東方繪畫書法繪畫04百合,"spigen 3C配件線材拉鍊旅行收納包 AFA04536, 黑色, 1個"
3c收納包,POESIE D'AME 瑪格特帽,隨身多用途3C線材配件收納袋 S號 10件組
3c收納包,"MOTHER LOVE 韓國米手工製杏仁脆餅, 1包, 180g",隨身多用途3C線材配件收納袋 L號 10件組
3c收納包,"Prreti 花椰菜萃取日常卸妝水, 250ml, 1瓶","STORYLINK 便攜式3C用品收納包, 黑色的, 1個"
3c收納包,"JOART 玫瑰人造花束 7束 3件組, 橘子",攜帶式皮革充電線收納包 FS716-8
3c收納包,"全麥國產燕麥片 800g, 5個, 800克","cocoon 3C配件收納包, 灰色的"
準系統,.,intel 英特爾 迷你電腦 NUC10i3FNHN i3-10110U WIN RAM 4GB M.2 SATA 128GB
準系統,.,"ECS 精英電腦 迷你電腦 LIVA One H310（英特爾賽揚 G4900）, LIVA 一號 H310, 沒有 WIN，內存 8GB，SSD 240GB"
準系統,.,"GMMK PRO 準系統客製有線鍵盤, GMMK專業版, 其他, 白色"
準系統,.,"NEXT Intel 10G SFP+ PCI-E桌機型伺服器, NEXT-541SFP-10G"
準系統,.,"IGNIQ 家用電腦主機, RT-SPP00004, RAM 8GB+SSD 480GB"
準系統,.,"intel 英特爾 Intel 11代Core i5-11400中央處理器, 單一商品"
準系統,.,"IGNIQ 家用電腦主機, RT-SPP00008, 內存 8GB，固態硬盤 960GB"
準系統,.,"電腦系統：電腦體系結構和彙編語言的數位設計基礎精裝, 施普林格"
準系統,.,"NEXT Intel 10G Dual SFP PCI-E桌機型伺服器, NEXT-542SFP-10G"
準系統,.,"HANSUNG 電腦辦公檯式機（i5-10500 WIN 不包括 RAM 8GB SSD 250GB）, 迷你套裝 i55, 基本型"
蕾絲,"BANILA CO Clean It Zero 積雪草玻尿酸卸妝濕紙巾, 80張, 2包",蕾絲必備
蕾絲,"使用低強度衝突命令分析玻利維亞禁毒策略的執行平裝本, 圖書館學者",蕾絲內褲
蕾絲,"WELLY 複製品 1/38 BMW 120i 後衛跑組裝套件壓鑄 WE236250, 回覆",蕾絲內衣
蕾絲,"LED通用主過載閉鎖多抽頭4孔EPM-L304A+安全蓋隨機出貨, 2組, 4.5m",草莓細肩蕾絲睡裙
蕾絲,"Signature香氛身體乳 嬰兒爽身粉香, 4個, 1000ml",花朵蕾絲圓點真絲襯裙
蕾絲,"草稿噪音遮光防夾紙鎮紙灰色 RD_1698, 2個","HAPPY BEARS 巴黎絲帶歐根紗刺繡蕾絲 360cm, 單色, 1個"
蕾絲,"內衣褲收納隔板 白色 12入, 2套",性感蕾絲內褲
蕾絲,"SEMOMS TPU防水餐盤收納包+餐具袋, 花瓣款",Lunagirl 斯佩爾森蕾絲半身裙
蕾絲,"The N.B.P 六合一多功能彩妝組, 混色, 1組","女款絲質壓紋蕾絲邊涼感內褲 4入, 黑色, 摩卡, 紫羅蘭色, 皮膚"
蕾絲,"Futro Lab 智慧手錶殼整合式錶帶 3 49 mm, 白+黑",絲帶蕾絲襯衫
台中針孔攝影機,"PoKeMoN 寶可夢 Air Pods Pro素色果凍耳機套+防塵貼紙, 單品, 小火龍","THAAD全高清200萬像素室內攝像機4台+硬盤錄像機實用自裝套組, TDC-D2023R(攝影機)+DH-XVR1B04H-I(錄像機)"
台中針孔攝影機,"Kim Jeong Moon 金正文 CURE 蘆薈舒緩凝膠150ml*2條+試用包, 6組","寬智能手機針式麥克風, 單品"
台中針孔攝影機,"BABLIE 美甲亮片, 黃金白銀, 1套","Zoom 相機視頻錄製針麥克風, F1-LP"
台中針孔攝影機,"bucky 雄鹿床枕頭, 單色","家政愛好打孔針 DIY 套組, 1套, 藍芝犬"
台中針孔攝影機,.,"HIKVISION CCTV 4K 8MP 室內半球攝像機錄像機 Balun UTP 40m 套組, DS-7204HUHI-K1(錄影機)/DS-2CE76U1T-ITPF(攝影機)/SH-24122CN(轉接器)"
台中針孔攝影機,.,"vichion 個人廣播呼叫 FHD PC 攝像機, 混色, VN4-FHD200"
台中針孔攝影機,.,"GNET 機車行車記錄器, KBR, 32 GB"
台中針孔攝影機,.,"GNET 機車行車記錄器, 128GB, MVR"
台中針孔攝影機,.,"camPLUS 2百萬像素監視攝影機 4入+錄像機, CPB-200（照相機）、CPR-450（記錄儀）"
台中針孔攝影機,.,"WorkPro 針打孔器 6 件套, 1套"
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,"Mix Bling 燈芯絨襯衫式長袖連身裙, 黑色",潘多拉女裝八月生日石春季綠色永恆圓圈銀串飾
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,Mamre eli 旅行波士頓包,新年兔帶玉手鍊
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,"Rainbow Shop Wang Tok Tokki 小蘇打補充裝, 1kg, 5組","金布加迪健康手鍊, 1個"
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,"Bento 超長泰式墨西哥辣味小吃, 12個, 10g",Kindt Jewelry 女式 14K 紀念生日花手鍊一月
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,USALL 兒童活動切口拼色上下套裝 ULRT20402,Kindt Jewelry 女式 14k 紀念生日花手鍊八月
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,"Plala Tritan 杯 695ml TT-240, 3個, 透明",Kindt Jewelry 女式 14k 六月生日花紀念手鍊
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,"HTP 瓷磚 C1869, 寶格麗日落, 1個",祈福幸運玉飾手環
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,"芝士味調味料, 500g, 3個",withorganic 動物印花彌月禮盒10件組
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,"【自製】Vicky Vicky Belif 連身泳衣連帽拉鍊女用沙灘裝泳裝沙灘上衣, 粉色",Kindt Jewelry 女式 14k 紀念生日花手鍊 9 月
jovegold漾金 飾 福氣多多彌月黃金紅繩手鍊,"奇麗屋 滑輪式一桶天下 1.24kg 旋轉脫水拖把, 1組",B. 我們的客人心童童夾鏈手鍊
GTX 1660,"Super Six Tiny House 純棉帆布收納包, 小黑, 1個","INNO3D GeForce GTX 1660 SUPER D6 6GB X2 顯卡 GTX1660 SUPER, INNO3D GTX1660 超級"
GTX 1660,"冰面部按摩器面部滾輪面部提拉降溫降溫器冷卻棒, 單色, 1個","ZOTAC GAMING GeForce 顯卡 GTX1650 AMP CORE 4GB GDDR6, GTX1650 AMP 核心 4GB GDDR6"
GTX 1660,"ZOON sleep Shred 乳膠顏料花生枕頭, 黃色的","IGNIQ RIT 2023 RIT 標準 2516S 酷睿 i5 英特爾第 12 代 GeForce GTX 1660 SUPER, 16GB, 白色, 512GB, RT-STP00035, Win11 Home"
GTX 1660,"Babigongsik 360度出風口汽車磁力支架, 2個, 單色","daehancom Gaming 526 台式機 i7 10700/16GB/240GB/1660（不包括 i7-10700F WIN RAM 16GB SSD 240GB GTX1660）, i7 10700/16GB/240GB/1660, 基本型"
GTX 1660,"KORACK 金屬置物架用側面支撐架 750mm 3入, 鉻合金","daehancom 組裝 PC WIN 不包括/10400F/GTX1650（i5-10400F WIN 不包括 RAM 16GB SSD 480GB GTX1650）, 不帶WIN/10400F/GTX1650, 基本型"
GTX 1660,"燈塔的起源平裝本, 創造空間","COLORFUL [彩色] GeForce GTX 1650 Tomahawk D6 4GB, 單品"
GTX 1660,"Fitt NTS高壓軟管+水槍套組牛仔褲KIT 25m, 1套","IGNIQ RIT 2023 RIT 標準 2516S 酷睿 i5 英特爾第 12 代 GeForce GTX 1660 SUPER, 16GB, Free DOS, 黑色, 1TB, RT-STP00035"
GTX 1660,"女式 Goodiff 泡泡袖高領針織連衣裙, 紅色","intel 英特爾 核心CPU, i7-9700KF"
GTX 1660,"ADVANCED Type-C音源轉換器, 高級 Accessport Lite, 單色","assacom 組裝遊戲 PC (Ryzen 5-5600X RAM 8GB NVMe 250GB GTX1650 無 WIN), 單品, 基本型"
GTX 1660,"MG 水槽洗碗機分配器 300ml, 混色, 1個","IGNIQ Lit 遊戲台式機 RT-PFP00005（i5-11400F WIN11 家用 RAM 16GB SSD 960GB GTX 1650）, 內存 16GB+SSD960GB, RT-PFP00005"
香薰機,"Keyzus Gogo 金屬迷你軍車玩具 15 件套, 軍車","NS_樂米雲朵香薰機造型香薰機小夜燈, 1入"
香薰機,"JIJIVE 指甲尖支架 5p + 托盤 + 固定粘土 90p 套組, 1套, SILVER(台)","保鮮香薰機 100ml, 100毫升, 黑櫻桃, 1個"
香薰機,"簡單的媽媽步驟 2, 120顆, 7個","Kinyo 霧化香氛水氧機 100 x 110mm, ADM-305"
香薰機,"PASTEL PET 帳篷造型寵物窩, 薄荷綠","Kinyo 超聲波香氛水氧機 98g, ADM-205"
香薰機,Body Pro EVA記憶棉增高半鞋墊左2p+右2p套組1.5cm,"簡單生活香薰機 100ml, ATLAS CEDARWOOD, 1個"
香薰機,"Kim Yong-seok Life Research Institute 無孔現代大廳排水浴室擱板 70cm 用於水龍頭 + 粘合劑套組, 1套, 黑色（擱板）","THE HERB SHOP 香薰機, 500ml, 黑櫻桃, 2個"
香薰機,"Secret Day 全棉衛生巾中號 48p + 小號 18p 套翼, 3套","保鮮香薰機 100ml, Aqua Blue, 1瓶"
香薰機,"SHURE 舒爾 樂器專用電容式有線收音麥克風 銀色, BETA91A","冰屋企鵝陶瓷香薰機 50ml, Ylang Ylang, 1組"
香薰機,"warmly 矽膠吃飯圍兜+收納袋, 1組, 可可色","冰屋企鵝陶瓷香薰機 50ml, Green Tea, 1組"
香薰機,"brand yarn 針織線 10入, 69 Linden, 10捆","Oli 優質精油保鮮花香薰機, 檸檬桉"
控油抗屑洗髮精%28升級版%29,"爸爸玩具鑽頭藝術積木工具套組, 混色","去屑頭皮護理洗髮精, 2個, 1000ml"
控油抗屑洗髮精%28升級版%29,"Aquila 全新 NYLGUT 尤克里裡琴弦套組 中音低 G, 15U, 單色","頭皮護理洗髮精 敏感性髮質適用, 330ml, 1入"
控油抗屑洗髮精%28升級版%29,Yeoniland 華夫格圖案扭帶法國單肩包,"KERASYS 胺基酸去屑洗髮精 控油勁涼, 600ml, 5瓶"
控油抗屑洗髮精%28升級版%29,"THE POTIONS 卡拉明安瓶, 20ml, 3入","2合1去屑洗髮精, 3個, 325ml"
控油抗屑洗髮精%28升級版%29,"BELLA 矽膠桌墊2p紅菊花+仙人掌, 混色, 385 x 285 毫米","喜馬拉雅鹽頭皮護理防落髮緩解去屑洗髮精, 3個, 250克"
控油抗屑洗髮精%28升級版%29,HEJMINI 女童款日常內搭褲裙,"KERASYS 蛋白質頭皮護理洗髮精 控油抗屑適用, 980ml, 4瓶"
控油抗屑洗髮精%28升級版%29,"COCOPHARM Natureby 精華面膜 B款, 100片, 5組","2合1去屑洗髮精, 1個, 325ml"
控油抗屑洗髮精%28升級版%29,Luna Girl Jewel 燈芯絨百褶裙,"清涼茶樹油性頭皮護理洗髮精 柑橘香, 1000ml, 6個"
控油抗屑洗髮精%28升級版%29,"DING DONG PET 貓老虎蝴蝶自動玩具, TO201, 藍色","日常防過敏油性頭皮洗髮精 500ml 2入+按壓器, 1000ml, 1組"
控油抗屑洗髮精%28升級版%29,"KML Holdings DIY 帆布框架一體式 3D 圓形珠寶十字繡 50 x 40 厘米, 快樂藍樹, 1個","頭皮保濕護理洗髮精, 300ml, 1個"
鍵盤鍵盤 橘,"Brandyan Daruma 福克蘭羊毛紗線, 85m, 01奶油","曲森迷你鍵盤+鼠標+鍵皮套組, 公里6000, 混色, 一般型"
鍵盤鍵盤 橘,"EMPIRE 護目鏡 X400, 黃色","THINKWAY 機械式鍵盤 米色, TCT, 米黃色, 無數字鍵盤"
鍵盤鍵盤 橘,"bebe chouette 花朵圖案透氣睡毯, 混色","QSENN 立式鍵盤+滑鼠+鍵皮, GP-KM3100 Plus, 黑色（鍵盤、鼠標）, 一般型"
鍵盤鍵盤 橘,ROSICLER Sally 圓形細長鈦框防藍光眼鏡,"G-CLICKER 有線鍵盤+鼠標+卸妝+鍵帽套組, K2 LED(鍵盤)+GM1(滑鼠), 混色, 一般型"
鍵盤鍵盤 橘,"hand FACTORY 藍色鬱金香飛走，讓世界看到你馬克杯, 1個, 裡面是淡粉色","ABKO HACKER 雙色注塑 PBT 櫻桃鍵盤 棕色, K660M, 午夜綠, 棕色牛"
鍵盤鍵盤 橘,"hijb 穴位按摩腳刷 啞光粉色, 4個, 1入","SOLA TGIC COMPUTER 電腦鍵盤+鼠標套組, TGC-MK1300S, 單色, 一般型"
鍵盤鍵盤 橘,"英國陸軍航空兵在行動：從科索沃到利比亞精裝本, 筆劍軍事","THINKWAY 邊角英韓低噪音電競鍵盤 紅軸, CROAD C604, 黑色（本體）+炭灰色（鍵帽）"
鍵盤鍵盤 橘,"JEJEDECO 口罩洗手指示白色方形30cm 2入+掛鉤2入組合, 進入前戴上口罩, 1套","OMT 復古圓角鍵帽 USB 鍵盤, OKB-R52, 黑色的"
鍵盤鍵盤 橘,男款褶皺冰絲彈力鬆緊寬褲,"VARMILO FOREST FAIRY PBT熱昇華鍵帽英文可拆卸有線鍵盤棕色, VA108M"
鍵盤鍵盤 橘,"TNR 多功能毛巾, 5件","THINKWAY 低噪音有線電競鍵盤, 深灰色(低噪音鍵盤), 單品, 紅軸"
拐杖,.,"鋁合金戶外拐杖, 藍色"
拐杖,.,"折疊式登山拐杖, 藍色"
拐杖,.,"NOVA 橡膠拐杖頭 黑色, 1個"
拐杖,.,"星空可調高度多功能手杖, 藍色"
拐杖,.,"idealink 出現拐杖顏色變化, 老少皆宜"
拐杖,.,"彎柄拐杖, 黑色的"
拐杖,.,"拐杖防滑膠頭橙色JJ_35, 1個"
拐杖,.,"雙消失手杖雙色變化, 全部適用"
拐杖,.,"Vijesco 腰背拐杖指壓支持, 5個, 藍色"
拐杖,.,"CAREX 拐杖尖, 1套"
緬甸鍵盤,"Brandyan Daruma 福克蘭羊毛紗線, 85m, 01奶油","緬因州地方緬因州面臨精裝, 英聯邦版本"
緬甸鍵盤,"動物美容刷, 1個","緬甸產三條, 600克, 1個"
緬甸鍵盤,"Ph 不干膠包裝袋, 1件, 50件","正宗緬甸奶茶, 20g, 30包, 3袋"
緬甸鍵盤,"finepia LG筆記型電腦鍵盤保護膜 15N530/15ND530/15UB470, 白色的, 1個","正宗緬甸奶茶, 20g, 30包, 2袋"
緬甸鍵盤,"Wolfraunch 雙手佩戴的多功能亞麻手套, 深海軍藍",HTP瓷磚緬甸佛塔C1800
緬甸鍵盤,"aser PACIFIC L'ESPRIT迷你玫瑰花擴香棒 8入+擴香棒 20入, 人造花（粉色），棒（粉色）, 1套","伊甸鎮椰子片, 1kg, 1包"
緬甸鍵盤,"FEEL NATURE 諾麗果保健錠 健康魔法, 30片, 1盒","INCHA 緬甸產酸棗仁, 200g, 1入"
緬甸鍵盤,"藍色太陽鏡足銼去角質水滴, 1入, 4個","VARMILO PANDA PBT熱昇華鍵帽英文可拆卸有線鍵盤棕色, Miya68PRO"
緬甸鍵盤,"LAAON 相機智能手機組合三腳架, ITB-SF20","KARAS 三星 Notebook Plus 2 NT560XDA / NT560XDZ 彩色文字鍵盤, 1個, 巧克力"
緬甸鍵盤,"Pororo 旋律玩具, 混色","伊甸鎮綠茶, 100g, 4包"
陶瓷保溫杯,Maykids 兒童熊日 5 件套竹節紗上衣和下裝,"L.loom 金色條紋陶瓷保溫杯 500ml*2入, 綠色, 紅色, 1套"
陶瓷保溫杯,"Vivemo 圓領墊肩蝴蝶袖迷你連衣裙, 黑色","陶瓷杯300ml+杯蓋套裝, 裸色粉紅, 1組"
陶瓷保溫杯,別緻的黑色女式下龍故事圓領日常刻字短袖 T 卹 cpt12214k33,"CLARE 316陶瓷保溫杯, 不銹鋼, 660cc, 1個"
陶瓷保溫杯,"DUB 黃金版絨布儀表台套酒布+白線+紙質空氣清新劑, 2018 新款 Grand Starex Wagon/Van 2018~","CLARE 316陶瓷保溫杯, 不銹鋼, 230cc, 1個"
陶瓷保溫杯,男款素色絨毛拉鍊式外套+慢跑褲組 AUA_0006,"CLARE 316陶瓷保溫杯, 不銹鋼, 500cc, 1個"
陶瓷保溫杯,"SINJIMORU MagSafe M Band 手機握持卡式錢包保護套, 米色, 1個","cook power 鍋寶 超真空提環陶瓷保溫杯, 珊瑚粉, 400ml, 1個"
陶瓷保溫杯,"FURminator 不鏽鋼長毛寵物理毛刷 L號, 1個","cook power 鍋寶 超真空提環陶瓷保溫杯, 綠色, 400ml, 1個"
陶瓷保溫杯,"Life Point 彈性繃帶壓縮護膝 180cm 黑色, 2個","NS_【FUJI-GRACE 日本富士雅麗】景德鎮真陶瓷彈蓋保溫杯 500ml(保溫瓶), 1入"
陶瓷保溫杯,"SPACE SHIELD Galaxy Watch 相容於 TPU 全蓋保護殼, 午夜藍","KyOCERa 京瓷 陶瓷塗層旋蓋式真空保溫杯, 卡其色, 300ml, 1個"
陶瓷保溫杯,"Tomini 兒童指甲貼片 兩件組, T007, T008, 6組","staub 陶瓷杯 350ml, 櫻桃紅, 1個"
可可粉,.,"可可粉, 200g, 1罐, 1件"
可可粉,.,"可可粉, 1kg, 1包"
可可粉,.,"Kt Food 可可粉, 200g, 1包, 5包"
可可粉,.,"Q.one 自製可可粉, 5個, 160g"
可可粉,.,"Color Food 可可粉, 600g, 1包, 1包"
可可粉,.,"SWISS MISS 低卡可可粉, 11g, 8包, 1盒"
可可粉,.,"SWISS MISS 香醇牛奶可可粉, 280g, 6盒"
可可粉,.,"海嘉園可可粉, 1個, 350克"
可可粉,.,"SWISS MISS 香醇牛奶可可粉, 280g, 4盒"
可可粉,.,"罐裝可可沖泡粉, 300g, 4罐"
水洗被,"Itemtrade 織物收納袋 11 純色 XL, 灰色, 1個","60支棉荷葉邊可水洗被子, 獨立粉紅色"
水洗被,"Living Home Detail 呼吸去除簡單舌頭清潔器黑色 + 支架, 1組","素色60支棉水洗四季被, 白色"
水洗被,"Chicken of the Sea 油浸輕量煙燻沙丁魚罐頭, 1罐, 106g",高級水洗薄被
水洗被,"你可以說我瘋了，但我聽到了上帝的聲音平裝本, 命運影像公司",水洗絎縫雙色四季被組 SS
水洗被,"GOLDENBELL 落地支架雙貓頭鷹圖案圓形靜音時鐘, 栗色","素色飯店式棉質水洗冬被, 奶油眼"
水洗被,"LOMA VIOLET系列洗髮精, 355ml, 1瓶","60支棉荷葉邊可水洗被子, 白色象牙"
水洗被,"Blank Dog 聖代袋 S + LED 吊墜套裝, 包包（黃色）、LED挂件（顏色隨機）, 1套","素色水洗棉四季被, 灰色"
水洗被,"有彈性的平裝本, Createspace獨立發布平台",刺繡水洗棉被組
水洗被,"Planday 女式露肩喇叭短袖長連衣裙, 綠色","素色滾邊聚酯纖維水洗四季被, 灰色"
水洗被,"From&To 富賢孝彬韓服信封套組 6ea B227q34, 混色, 1套","Melange素色超細纖維水洗被, 灰色"
飛利浦 飛利浦 243v5qhsba,"HEALTH DAILY 健康日誌 比利時風味餅乾 黑糖, 297g, 2袋","PHILIPS 飛利浦 FHD平板螢幕, 54.6cm, 222V"
飛利浦 飛利浦 243v5qhsba,"PRELUDE 陶瓷杯盤餐具組 2人份 16件組, 淺灰色、深灰色, 8種","飛利浦微, AWP225, 1個"
飛利浦 飛利浦 243v5qhsba,IMMONG 女款素色洞洞涼鞋,"飛利浦 FHD 遊戲 144 FreeSync 顯示器, 60.5cm, 242E(完美無瑕)"
